id,who,date,post_code,gps,lat,lon,area,class_area,tiny_forest_name,species_id,species_name_latin,n_trees,tree_density,n_species,"Apple, crab","Birch, downy","Birch, silver",Blackthorn,Dogwood,Elder,"Guelder, rose",Hazel,"Maple, field","Oak, english","Oak, sessile","Willow, goat",Alder,"Cherry, bird","Cherry, wild","Elm, wych",Hawthorn,Hornbeam,"Lime, large-leaved","Lime, small-leaved",Spindle,Wild service tree,"Beech, common",Wayfaring tree,Bilberry,Dog Rose,Heather,Holly,Juniper,"Pine, scots",Rowan,"Willow, grey",Gorse,Whitebeam,Broom,"Buckthorn, purging","Pear, common",Aspen,Alder buckthorn,NA,"Poplar, black",Ash,Sweet chestnut,Cherry Plum,Wild Pear,Common privet
86,"Volunteer Group, Landscape contractors",2021-01-28,OX3 9QF,"51.769139, -1.215472",51.769139,-1.215472,201,16,"Foxwell Drive, Oxford",40,Acer campestre,100,0.497512437810945,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,"Volunteer Group, Landscape contractors",2021-01-28,OX3 9QF,"51.769139, -1.215472",51.769139,-1.215472,201,16,"Foxwell Drive, Oxford",43,Quercus robur,100,0.497512437810945,17,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,"Volunteer Group, Landscape contractors",2021-01-28,OX3 9QF,"51.769139, -1.215472",51.769139,-1.215472,201,16,"Foxwell Drive, Oxford",54,Euonymus europaea,100,0.497512437810945,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,"Volunteer Group, Landscape contractors",2021-01-28,OX3 9QF,"51.769139, -1.215472",51.769139,-1.215472,201,16,"Foxwell Drive, Oxford",63,Sorbus torminalis,100,0.497512437810945,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Volunteer Group,2021-02-04,BS10 5PX,"51.500278, -2.600333",51.500278,-2.600333,205,23,"Trym Valley, Bristol",1,Alnus glutinosa,200,0.975609756097561,18,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Volunteer Group,2021-02-04,BS10 5PX,"51.500278, -2.600333",51.500278,-2.600333,205,23,"Trym Valley, Bristol",4,Malus sylvestris,200,0.975609756097561,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Volunteer Group,2021-02-04,BS10 5PX,"51.500278, -2.600333",51.500278,-2.600333,205,23,"Trym Valley, Bristol",7,Fagus sylvatica,200,0.975609756097561,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Volunteer Group,2021-02-04,BS10 5PX,"51.500278, -2.600333",51.500278,-2.600333,205,23,"Trym Valley, Bristol",9,Betula pubescens,200,0.975609756097561,18,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Volunteer Group,2021-02-04,BS10 5PX,"51.500278, -2.600333",51.500278,-2.600333,205,23,"Trym Valley, Bristol",10,Betula pendula,200,0.975609756097561,18,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Volunteer Group,2021-02-04,BS10 5PX,"51.500278, -2.600333",51.500278,-2.600333,205,23,"Trym Valley, Bristol",16,Prunus avium,200,0.975609756097561,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Volunteer Group,2021-02-04,BS10 5PX,"51.500278, -2.600333",51.500278,-2.600333,205,23,"Trym Valley, Bristol",20,Cornus sanguinea,200,0.975609756097561,18,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Volunteer Group,2021-02-04,BS10 5PX,"51.500278, -2.600333",51.500278,-2.600333,205,23,"Trym Valley, Bristol",27,Viburnum opulus,200,0.975609756097561,18,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Volunteer Group,2021-02-04,BS10 5PX,"51.500278, -2.600333",51.500278,-2.600333,205,23,"Trym Valley, Bristol",28,Crataegus monogyna,200,0.975609756097561,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Volunteer Group,2021-02-04,BS10 5PX,"51.500278, -2.600333",51.500278,-2.600333,205,23,"Trym Valley, Bristol",30,Corylus avellana,200,0.975609756097561,18,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Volunteer Group,2021-02-04,BS10 5PX,"51.500278, -2.600333",51.500278,-2.600333,205,23,"Trym Valley, Bristol",34,Carpinus betulus,200,0.975609756097561,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Volunteer Group,2021-02-04,BS10 5PX,"51.500278, -2.600333",51.500278,-2.600333,205,23,"Trym Valley, Bristol",38,Tilia platyphyllos,200,0.975609756097561,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Volunteer Group,2021-02-04,BS10 5PX,"51.500278, -2.600333",51.500278,-2.600333,205,23,"Trym Valley, Bristol",39,Tilia cordata,200,0.975609756097561,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Volunteer Group,2021-02-04,BS10 5PX,"51.500278, -2.600333",51.500278,-2.600333,205,23,"Trym Valley, Bristol",40,Acer campestre,200,0.975609756097561,18,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Volunteer Group,2021-02-04,BS10 5PX,"51.500278, -2.600333",51.500278,-2.600333,205,23,"Trym Valley, Bristol",43,Quercus robur,200,0.975609756097561,18,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Volunteer Group,2021-02-04,BS10 5PX,"51.500278, -2.600333",51.500278,-2.600333,205,23,"Trym Valley, Bristol",54,Euonymus europaea,200,0.975609756097561,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Volunteer Group,2021-02-04,BS10 5PX,"51.500278, -2.600333",51.500278,-2.600333,205,23,"Trym Valley, Bristol",58,Viburnum lantana,200,0.975609756097561,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Volunteer Group,2021-02-04,BS10 5PX,"51.500278, -2.600333",51.500278,-2.600333,205,23,"Trym Valley, Bristol",63,Sorbus torminalis,200,0.975609756097561,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"Volunteer Group, Local Residents, School Children",2021-10-21,G51 2AS,"55.859900,-4.303606",55.8599,-4.303606,149,NA,"Vicarfield Street, Govan",1,Alnus glutinosa,100,0.671140939597315,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"Volunteer Group, Local Residents, School Children",2021-10-21,G51 2AS,"55.859900,-4.303606",55.8599,-4.303606,149,NA,"Vicarfield Street, Govan",4,Malus sylvestris,100,0.671140939597315,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"Volunteer Group, Local Residents, School Children",2021-10-21,G51 2AS,"55.859900,-4.303606",55.8599,-4.303606,149,NA,"Vicarfield Street, Govan",8,Vaccinium myrtillus,100,0.671140939597315,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"Volunteer Group, Local Residents, School Children",2021-10-21,G51 2AS,"55.859900,-4.303606",55.8599,-4.303606,149,NA,"Vicarfield Street, Govan",9,Betula pubescens,100,0.671140939597315,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"Volunteer Group, Local Residents, School Children",2021-10-21,G51 2AS,"55.859900,-4.303606",55.8599,-4.303606,149,NA,"Vicarfield Street, Govan",10,Betula pendula,100,0.671140939597315,15,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"Volunteer Group, Local Residents, School Children",2021-10-21,G51 2AS,"55.859900,-4.303606",55.8599,-4.303606,149,NA,"Vicarfield Street, Govan",15,Prunus padus,100,0.671140939597315,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"Volunteer Group, Local Residents, School Children",2021-10-21,G51 2AS,"55.859900,-4.303606",55.8599,-4.303606,149,NA,"Vicarfield Street, Govan",19,Rosa canina,100,0.671140939597315,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"Volunteer Group, Local Residents, School Children",2021-10-21,G51 2AS,"55.859900,-4.303606",55.8599,-4.303606,149,NA,"Vicarfield Street, Govan",30,Corylus avellana,100,0.671140939597315,15,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"Volunteer Group, Local Residents, School Children",2021-10-21,G51 2AS,"55.859900,-4.303606",55.8599,-4.303606,149,NA,"Vicarfield Street, Govan",31,Calluna vulgaris,100,0.671140939597315,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"Volunteer Group, Local Residents, School Children",2021-10-21,G51 2AS,"55.859900,-4.303606",55.8599,-4.303606,149,NA,"Vicarfield Street, Govan",32,Ilex aquifolium,100,0.671140939597315,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"Volunteer Group, Local Residents, School Children",2021-10-21,G51 2AS,"55.859900,-4.303606",55.8599,-4.303606,149,NA,"Vicarfield Street, Govan",34,Carpinus betulus,100,0.671140939597315,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"Volunteer Group, Local Residents, School Children",2021-10-21,G51 2AS,"55.859900,-4.303606",55.8599,-4.303606,149,NA,"Vicarfield Street, Govan",36,Juniperus communis,100,0.671140939597315,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"Volunteer Group, Local Residents, School Children",2021-10-21,G51 2AS,"55.859900,-4.303606",55.8599,-4.303606,149,NA,"Vicarfield Street, Govan",43,Quercus robur,100,0.671140939597315,15,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"Volunteer Group, Local Residents, School Children",2021-10-21,G51 2AS,"55.859900,-4.303606",55.8599,-4.303606,149,NA,"Vicarfield Street, Govan",44,Quercus petraea,100,0.671140939597315,15,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"Volunteer Group, Local Residents, School Children",2021-10-21,G51 2AS,"55.859900,-4.303606",55.8599,-4.303606,149,NA,"Vicarfield Street, Govan",47,Pinus sylvestris,100,0.671140939597315,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"Volunteer Group, Local Residents",2021-10-22,G51 2DB,"55.860518,-4.308922",55.860518,-4.308922,155,NA,"Orkney Road, Govan",1,Alnus glutinosa,100,0.645161290322581,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"Volunteer Group, Local Residents",2021-10-22,G51 2DB,"55.860518,-4.308922",55.860518,-4.308922,155,NA,"Orkney Road, Govan",9,Betula pubescens,100,0.645161290322581,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"Volunteer Group, Local Residents",2021-10-22,G51 2DB,"55.860518,-4.308922",55.860518,-4.308922,155,NA,"Orkney Road, Govan",10,Betula pendula,100,0.645161290322581,15,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"Volunteer Group, Local Residents",2021-10-22,G51 2DB,"55.860518,-4.308922",55.860518,-4.308922,155,NA,"Orkney Road, Govan",16,Prunus avium,100,0.645161290322581,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"Volunteer Group, Local Residents",2021-10-22,G51 2DB,"55.860518,-4.308922",55.860518,-4.308922,155,NA,"Orkney Road, Govan",19,Rosa canina,100,0.645161290322581,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"Volunteer Group, Local Residents",2021-10-22,G51 2DB,"55.860518,-4.308922",55.860518,-4.308922,155,NA,"Orkney Road, Govan",30,Corylus avellana,100,0.645161290322581,15,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"Volunteer Group, Local Residents",2021-10-22,G51 2DB,"55.860518,-4.308922",55.860518,-4.308922,155,NA,"Orkney Road, Govan",31,Calluna vulgaris,100,0.645161290322581,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"Volunteer Group, Local Residents",2021-10-22,G51 2DB,"55.860518,-4.308922",55.860518,-4.308922,155,NA,"Orkney Road, Govan",32,Ilex aquifolium,100,0.645161290322581,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
